Date,Region,Category,Product,Quantity,Price,Sales,Profit
2025-04-19,East,Stationery,Notebook,6,3642,21852,3518.16
2025-04-20,South,Groceries,Oil,8,1361,10888,1549.55
2025-04-21,North,Clothing,Shoes,7,8787,61509,3262.09
2025-04-21,South,Stationery,Notebook,8,15906,127248,15904.97
2025-04-23,West,Groceries,Rice,4,1045,4180,224.8
2025-04-23,West,Electronics,Headphones,9,7497,67473,6022.93
2025-04-24,North,Furniture,Bookshelf,3,8435,25305,6900.07
2025-04-24,West,Groceries,Oil,1,9831,9831,2815.7
2025-04-24,East,Electronics,Headphones,8,15655,125240,14492.49
2025-04-25,West,Groceries,Snacks,6,12350,74100,24610.03
2025-04-25,North,Electronics,Headphones,1,16479,16479,3227.23
2025-04-26,West,Clothing,Shoes,8,744,5952,1630.22
2025-04-26,South,Electronics,Mobile,7,15502,108514,13639.87
2025-04-26,East,Clothing,Shoes,4,9246,36984,11928.5
2025-04-26,North,Electronics,Headphones,5,14983,74915,11499.83
2025-04-26,West,Stationery,Pen,9,14091,126819,9383.29
2025-04-28,East,Furniture,Bookshelf,1,15059,15059,1057.22
2025-04-28,North,Electronics,Smartwatch,5,11426,57130,11514.54
2025-04-29,North,Stationery,Marker,1,9400,9400,2118.77
2025-04-29,South,Groceries,Snacks,3,1749,5247,540.79
2025-04-29,East,Stationery,Files,7,1063,7441,1115.21
2025-04-30,East,Stationery,Files,6,18566,111396,6404.74
2025-04-30,South,Electronics,Laptop,9,15526,139734,17746.01
2025-04-30,North,Electronics,Smartwatch,8,18396,147168,32958.11
2025-05-01,East,Stationery,Marker,4,4911,19644,4314.31
2025-05-01,North,Electronics,Headphones,1,2330,2330,361.6
2025-05-02,East,Clothing,Jacket,4,18794,75176,16287.45
2025-05-02,West,Stationery,Files,4,9416,37664,2517.79
2025-05-02,South,Electronics,Laptop,6,3665,21990,6499.43
2025-05-03,East,Groceries,Beverages,2,9599,19198,4553.45
2025-05-03,East,Furniture,Bookshelf,7,2114,14798,4307.04
2025-05-03,South,Electronics,Laptop,6,5698,34188,10309.9
2025-05-03,South,Stationery,Pen,7,16499,115493,7778.84
2025-05-04,South,Clothing,Jeans,1,14751,14751,4708.97
2025-05-04,South,Electronics,Headphones,5,8617,43085,8079.71
2025-05-04,East,Electronics,Mobile,8,2867,22936,1976.4
2025-05-05,East,Electronics,Mobile,2,14736,29472,8289.7
2025-05-05,South,Clothing,Jacket,8,627,5016,856.14
2025-05-05,North,Stationery,Files,7,18880,132160,6679.84
2025-05-06,East,Clothing,Shirt,8,3558,28464,2708.11
2025-05-06,East,Clothing,Shoes,9,4677,42093,6411.95
2025-05-07,South,Stationery,Marker,2,18215,36430,2677.66
2025-05-07,East,Electronics,Laptop,4,5319,21276,2649.14
2025-05-08,South,Clothing,Jeans,7,2611,18277,1835.66
2025-05-09,South,Electronics,Headphones,5,2054,10270,3250.07
2025-05-09,East,Clothing,Jeans,8,5277,42216,9978.51
2025-05-09,East,Stationery,Pen,9,3986,35874,10874.36
2025-05-09,East,Clothing,Jeans,6,12315,73890,6481.81
2025-05-10,North,Stationery,Marker,1,3156,3156,706.76
2025-05-10,South,Clothing,Jacket,4,12014,48056,5581.54
2025-05-11,South,Groceries,Rice,9,7764,69876,16614.24
2025-05-11,North,Electronics,Laptop,2,10714,21428,7167.9
2025-05-11,South,Clothing,Shirt,5,8622,43110,6149.82
2025-05-12,East,Groceries,Snacks,9,4833,43497,12819.91
2025-05-12,West,Stationery,Notebook,5,5619,28095,4800.5
2025-05-12,West,Furniture,Chair,2,1750,3500,420.37
2025-05-13,East,Clothing,Jeans,5,3050,15250,834.52
2025-05-14,South,Groceries,Oil,6,3283,19698,5391.74
2025-05-15,North,Electronics,Mobile,6,2468,14808,4088.99
2025-05-15,West,Electronics,Laptop,1,1440,1440,376.53
2025-05-15,East,Furniture,Chair,8,7787,62296,10925.71
2025-05-16,West,Clothing,Jeans,7,10371,72597,16226.01
2025-05-17,West,Groceries,Rice,7,18431,129017,34584.69
2025-05-17,South,Furniture,Sofa,4,5128,20512,5868.33
2025-05-18,West,Stationery,Marker,6,15823,94938,11839.02
2025-05-19,East,Clothing,Shirt,7,14702,102914,5555.25
2025-05-19,North,Groceries,Rice,4,2922,11688,2415.18
2025-05-19,North,Electronics,Smartwatch,6,6587,39522,13575.71
2025-05-19,West,Furniture,Bookshelf,4,2891,11564,3037.17
2025-05-19,North,Clothing,Shirt,3,2911,8733,529.84
2025-05-19,West,Furniture,Bookshelf,7,13946,97622,20934.41
2025-05-19,East,Clothing,Jeans,1,15220,15220,4532.14
2025-05-20,South,Clothing,Shoes,5,18380,91900,21957.98
2025-05-20,East,Electronics,Headphones,8,7262,58096,19686.85
2025-05-21,North,Furniture,Table,7,13265,92855,17365.67
2025-05-21,North,Groceries,Rice,8,4449,35592,12096.76
2025-05-21,West,Clothing,Shirt,6,2673,16038,1030.53
2025-05-23,North,Furniture,Sofa,3,470,1410,218.51
2025-05-23,North,Clothing,Shirt,5,1215,6075,2003.33
2025-05-24,South,Electronics,Headphones,9,2197,19773,3324.37
2025-05-24,North,Furniture,Sofa,5,17282,86410,20122.24
2025-05-24,South,Furniture,Chair,4,11473,45892,4734.12
2025-05-25,North,Electronics,Headphones,8,13690,109520,36956.59
2025-05-25,South,Electronics,Laptop,6,10266,61596,16898.14
2025-05-25,West,Stationery,Pen,2,10448,20896,6766.34
2025-05-25,West,Clothing,Shoes,7,18427,128989,42844.6
2025-05-25,East,Electronics,Headphones,4,10220,40880,13049.29
2025-05-26,North,Furniture,Chair,8,17111,136888,47725.33
2025-05-26,West,Groceries,Oil,3,19305,57915,19170.87
2025-05-27,West,Furniture,Chair,8,8298,66384,14814.57
2025-05-27,North,Clothing,Shirt,3,12371,37113,8622.59
2025-05-27,East,Stationery,Files,1,739,739,250.14
2025-05-28,East,Clothing,Shirt,5,17124,85620,15329.65
2025-05-28,West,Electronics,Smartwatch,3,14565,43695,13503.49
2025-05-29,North,Clothing,Jacket,7,6451,45157,10877.75
2025-05-29,West,Electronics,Smartwatch,7,11733,82131,21059.51
2025-05-29,East,Groceries,Rice,7,5619,39333,3591.9
2025-05-30,West,Furniture,Chair,7,9415,65905,5608.18
2025-05-30,North,Clothing,Shoes,1,18789,18789,6316.46
2025-05-30,South,Furniture,Chair,5,7488,37440,12765.01
2025-05-31,South,Clothing,Shoes,1,15385,15385,4862.93
2025-06-02,East,Stationery,Marker,8,7582,60656,8246.54
2025-06-03,East,Groceries,Rice,1,6674,6674,1921.73
2025-06-03,East,Stationery,Notebook,2,2956,5912,472.54
2025-06-03,West,Groceries,Oil,5,15933,79665,27607.68
2025-06-03,East,Stationery,Files,4,14457,57828,12085.54
2025-06-03,South,Groceries,Beverages,7,11761,82327,9983.22
2025-06-03,West,Furniture,Sofa,5,939,4695,513.01
2025-06-03,South,Electronics,Headphones,7,3252,22764,6803.62
2025-06-03,West,Electronics,Headphones,5,6181,30905,5060.64
2025-06-04,West,Furniture,Sofa,6,7058,42348,4824.21
2025-06-04,South,Electronics,Smartwatch,1,18652,18652,6211.25
2025-06-04,North,Stationery,Pen,3,9751,29253,7643.16
2025-06-04,North,Stationery,Files,4,18922,75688,18508.48
2025-06-04,South,Groceries,Rice,4,12157,48628,11493.51
2025-06-04,North,Groceries,Oil,2,13562,27124,8944.97
2025-06-05,North,Electronics,Headphones,3,18999,56997,5080.52
2025-06-05,North,Furniture,Chair,3,11397,34191,10034.09
2025-06-05,West,Clothing,Jacket,7,3139,21973,4479.39
2025-06-05,South,Stationery,Files,4,7590,30360,1657.39
2025-06-05,West,Stationery,Marker,5,15166,75830,6182.36
2025-06-06,South,Groceries,Beverages,9,14807,133263,32111.26
2025-06-06,South,Electronics,Mobile,1,17709,17709,6068.53
2025-06-06,South,Stationery,Notebook,7,3141,21987,6827.47
2025-06-07,East,Clothing,Jeans,1,10302,10302,893.49
2025-06-07,West,Furniture,Sofa,8,6773,54184,6020.4
2025-06-08,West,Clothing,Jacket,9,3931,35379,8956.04
2025-06-08,East,Groceries,Oil,9,12523,112707,32627.39
2025-06-08,North,Groceries,Oil,9,266,2394,155.05
2025-06-09,South,Furniture,Bookshelf,1,5941,5941,1024.65
2025-06-09,South,Electronics,Laptop,6,3530,21180,6784.96
2025-06-09,North,Electronics,Headphones,3,6921,20763,1996.1
2025-06-09,West,Furniture,Chair,3,13257,39771,11397.36
2025-06-09,South,Clothing,Shoes,8,15366,122928,22078.57
2025-06-10,East,Stationery,Notebook,7,7836,54852,13625.68
2025-06-10,North,Groceries,Rice,6,6838,41028,8192.94
2025-06-10,West,Groceries,Rice,4,2372,9488,544.66
2025-06-10,East,Clothing,Shirt,5,15968,79840,22558.65
2025-06-12,East,Clothing,Jacket,1,19990,19990,1173.08
2025-06-13,West,Furniture,Table,8,3037,24296,6806.54
2025-06-13,North,Electronics,Smartwatch,6,15572,93432,13567.88
2025-06-14,West,Groceries,Beverages,7,13422,93954,31563.86
2025-06-14,North,Stationery,Notebook,6,12182,73092,14078.08
2025-06-14,South,Groceries,Oil,7,6964,48748,3598.86
2025-06-14,North,Furniture,Table,4,18654,74616,19738.99
2025-06-16,West,Groceries,Snacks,8,9374,74992,4885.9
2025-06-16,East,Clothing,Shirt,9,15261,137349,14607.46
2025-06-17,East,Groceries,Beverages,4,13328,53312,6344.03
2025-06-18,East,Furniture,Chair,9,13419,120771,9800.79
2025-06-18,East,Groceries,Oil,5,1544,7720,520.97
2025-06-19,North,Clothing,Jeans,6,5788,34728,1755.99
2025-06-20,West,Furniture,Table,8,3428,27424,5190.3
2025-06-20,East,Furniture,Sofa,6,5058,30348,6298.49
2025-06-20,West,Furniture,Chair,6,10096,60576,5743.48
2025-06-21,South,Electronics,Mobile,1,5799,5799,1140.75
2025-06-22,East,Furniture,Chair,7,3936,27552,5182.97
2025-06-22,South,Stationery,Files,8,8458,67664,14201.82
2025-06-22,East,Groceries,Oil,6,8663,51978,12207.93
2025-06-23,South,Stationery,Pen,6,7937,47622,10852.81
2025-06-23,North,Groceries,Rice,4,6242,24968,6477.91
2025-06-23,East,Stationery,Notebook,8,2753,22024,7288.8
2025-06-23,North,Clothing,Shoes,1,14945,14945,4738.18
2025-06-23,West,Groceries,Oil,3,11293,33879,4363.71
2025-06-24,West,Clothing,Jacket,7,1852,12964,1103.41
2025-06-24,South,Clothing,Jeans,9,15863,142767,9059.73
2025-06-24,East,Stationery,Pen,1,16360,16360,4816.18
2025-06-24,South,Clothing,Jacket,9,5595,50355,11120.67
2025-06-24,West,Clothing,Shirt,3,472,1416,115.97
2025-06-25,West,Groceries,Oil,1,1219,1219,296.95
2025-06-25,East,Furniture,Chair,9,7482,67338,20570.04
2025-06-25,South,Electronics,Smartwatch,3,19191,57573,6470.45
2025-06-26,West,Stationery,Files,6,8859,53154,18117.07
2025-06-27,South,Electronics,Laptop,9,10396,93564,32708.05
2025-06-27,North,Stationery,Notebook,4,3092,12368,1625.96
2025-06-29,North,Clothing,Jacket,2,15975,31950,10536.37
2025-06-29,West,Clothing,Shirt,9,9371,84339,6512.36
2025-06-29,North,Groceries,Snacks,2,10455,20910,5287.03
2025-06-30,South,Furniture,Bookshelf,7,3509,24563,5150.05
2025-07-01,West,Stationery,Files,6,13203,79218,14176.01
2025-07-02,West,Stationery,Files,5,18819,94095,23294.36
2025-07-02,North,Electronics,Smartwatch,6,4707,28242,2339.77
2025-07-03,East,Clothing,Jeans,1,18188,18188,5441.59
2025-07-03,West,Groceries,Rice,3,12418,37254,9071.46
2025-07-03,East,Stationery,Pen,4,7188,28752,6031.5
2025-07-03,East,Groceries,Snacks,9,8539,76851,19360.89
2025-07-03,North,Groceries,Rice,3,18430,55290,11263.08
2025-07-03,West,Stationery,Marker,4,12189,48756,6496.22
2025-07-04,West,Electronics,Mobile,8,11254,90032,16588.47
2025-07-04,East,Clothing,Shoes,7,18386,128702,31059.94
2025-07-05,South,Stationery,Notebook,4,11230,44920,8665.1
2025-07-05,North,Furniture,Table,4,1208,4832,361.53
2025-07-05,South,Furniture,Sofa,3,10311,30933,3399.19
2025-07-06,East,Stationery,Files,2,12153,24306,2067.01
2025-07-06,East,Groceries,Beverages,4,3754,15016,3672.18
2025-07-06,West,Clothing,Jacket,2,8135,16270,2613.16
2025-07-06,North,Electronics,Smartwatch,3,12034,36102,7300.68
2025-07-06,West,Furniture,Sofa,5,13255,66275,16042.4
2025-07-06,East,Stationery,Marker,2,4201,8402,2248.74
2025-07-07,North,Furniture,Bookshelf,3,5057,15171,1020.92
2025-07-08,North,Stationery,Files,7,18791,131537,42035.04
2025-07-08,North,Groceries,Rice,5,11066,55330,14660.57
2025-07-09,North,Groceries,Beverages,6,12952,77712,25516.19
2025-07-10,West,Electronics,Smartwatch,3,11795,35385,11134.87
2025-07-10,North,Electronics,Smartwatch,1,5237,5237,1809.32
2025-07-10,West,Stationery,Marker,9,6677,60093,20307.67
2025-07-10,West,Electronics,Mobile,1,17125,17125,1951.59
2025-07-10,North,Furniture,Table,4,19131,76524,21050.2
2025-07-11,North,Groceries,Oil,2,17074,34148,9247.64
2025-07-11,West,Stationery,Pen,7,7163,50141,12348.26
2025-07-11,South,Clothing,Shirt,2,16839,33678,7555.62
2025-07-12,South,Electronics,Headphones,4,16989,67956,15774.41
2025-07-12,South,Groceries,Rice,2,358,716,140.88
2025-07-12,East,Groceries,Beverages,2,1621,3242,1098.04
2025-07-12,North,Clothing,Shoes,5,4826,24130,1837.08
2025-07-12,South,Groceries,Rice,7,16331,114317,9242.85
2025-07-12,North,Clothing,Jeans,2,1024,2048,685.51
2025-07-13,North,Groceries,Beverages,1,17454,17454,2063.66
2025-07-13,North,Furniture,Table,5,456,2280,792.94
2025-07-13,East,Clothing,Shoes,1,16662,16662,2555.43
2025-07-13,East,Stationery,Pen,7,16501,115507,36868.63
2025-07-13,West,Electronics,Laptop,8,10153,81224,17577.53
2025-07-13,South,Stationery,Notebook,2,18863,37726,7109.21
2025-07-14,West,Stationery,Pen,1,11310,11310,1012.72
2025-07-14,West,Stationery,Marker,8,18153,145224,30175.22
2025-07-14,East,Clothing,Jacket,3,2099,6297,1286.29
2025-07-14,South,Stationery,Files,4,13371,53484,11007.85
2025-07-14,East,Electronics,Headphones,7,19760,138320,40010.82
2025-07-15,South,Groceries,Rice,5,245,1225,223.63
2025-07-16,South,Stationery,Files,4,5432,21728,4092.47
2025-07-16,West,Clothing,Shirt,1,14030,14030,1770.52
2025-07-16,South,Stationery,Marker,3,5217,15651,4880.28
2025-07-19,South,Electronics,Laptop,6,5726,34356,3986.43
2025-07-19,South,Stationery,Marker,3,2514,7542,1137.21
2025-07-19,South,Furniture,Bookshelf,2,7073,14146,2615.97
2025-07-20,South,Electronics,Laptop,2,10902,21804,4116.23
2025-07-20,North,Clothing,Shirt,2,18174,36348,10858.79
2025-07-20,West,Furniture,Table,8,12841,102728,34260.31
2025-07-20,North,Clothing,Shirt,7,637,4459,1171.07
2025-07-21,East,Electronics,Laptop,4,6106,24424,1407.66
2025-07-21,West,Clothing,Jeans,3,10886,32658,7478.6
2025-07-22,North,Furniture,Table,8,1977,15816,5306.44
2025-07-22,North,Furniture,Table,1,10761,10761,3671.69
2025-07-22,South,Electronics,Mobile,1,16441,16441,860.73
2025-07-23,West,Electronics,Mobile,9,1551,13959,2489.74
2025-07-24,East,Groceries,Rice,6,9276,55656,16651.87
2025-07-24,West,Clothing,Shoes,8,13111,104888,26458.97
2025-07-24,South,Electronics,Headphones,9,4265,38385,8755.83
2025-07-24,North,Stationery,Pen,5,3095,15475,5310.9
2025-07-25,North,Stationery,Marker,3,18828,56484,15801.83
2025-07-26,South,Furniture,Table,1,9877,9877,3385.45
2025-07-26,West,Clothing,Shirt,9,3382,30438,3127.05
2025-07-27,South,Electronics,Mobile,9,14314,128826,23427.31
2025-07-27,West,Groceries,Rice,6,10586,63516,18105.26
2025-07-28,South,Electronics,Laptop,1,15662,15662,2359.99
2025-07-28,South,Groceries,Rice,6,8777,52662,9990.51
2025-07-28,West,Furniture,Table,8,15311,122488,38958.58
2025-07-29,North,Clothing,Jeans,2,6363,12726,4302.22
2025-07-29,West,Electronics,Mobile,3,16016,48048,9258.19
2025-07-30,North,Electronics,Headphones,8,2233,17864,2481.17
2025-07-30,North,Furniture,Chair,2,14557,29114,8879.55
2025-07-31,East,Clothing,Jacket,3,11892,35676,10424.93
2025-07-31,South,Electronics,Laptop,9,19080,171720,24325.39
2025-07-31,East,Furniture,Chair,7,15813,110691,10129.38
2025-07-31,East,Stationery,Marker,9,4137,37233,10020.33
2025-08-01,West,Clothing,Jacket,6,17105,102630,34134.47
2025-08-01,South,Furniture,Chair,1,7198,7198,412.24
2025-08-01,East,Electronics,Headphones,2,12460,24920,2718.27
2025-08-02,West,Clothing,Jeans,1,6948,6948,489.37
2025-08-02,West,Stationery,Pen,1,15456,15456,4965.35
2025-08-02,East,Stationery,Files,8,13434,107472,19156.94
2025-08-02,North,Stationery,Marker,6,8293,49758,6448.33
2025-08-03,West,Clothing,Shirt,7,16479,115353,35485.2
2025-08-03,North,Furniture,Table,8,8367,66936,10478.13
2025-08-04,West,Clothing,Jeans,5,12506,62530,5502.44
2025-08-05,East,Electronics,Headphones,6,15922,95532,30234.13
2025-08-05,East,Groceries,Snacks,9,7319,65871,11261.52
2025-08-05,East,Groceries,Rice,6,3172,19032,1857.59
2025-08-06,West,Groceries,Beverages,9,17943,161487,40018.69
2025-08-06,South,Clothing,Shirt,5,10657,53285,15797.58
2025-08-06,West,Stationery,Notebook,1,14137,14137,2949.15
2025-08-06,West,Furniture,Sofa,2,16067,32134,6020.95
2025-08-06,West,Electronics,Headphones,6,7474,44844,13208.98
2025-08-08,West,Groceries,Oil,3,19132,57396,5658.68
2025-08-09,East,Clothing,Jacket,5,5144,25720,1410.42
2025-08-09,North,Furniture,Table,7,17915,125405,43051.83
2025-08-09,North,Stationery,Marker,2,1293,2586,270.31
2025-08-10,East,Furniture,Sofa,7,10430,73010,24380.74
2025-08-10,South,Groceries,Snacks,6,6657,39942,8775.0
2025-08-10,South,Groceries,Snacks,3,1927,5781,1666.07
2025-08-10,North,Clothing,Jacket,8,3591,28728,6387.44
2025-08-11,West,Stationery,Pen,2,5292,10584,1780.52
2025-08-11,South,Furniture,Sofa,1,8110,8110,1753.84
2025-08-11,West,Groceries,Oil,6,9782,58692,5347.77
2025-08-11,South,Electronics,Smartwatch,6,18158,108948,35919.81
2025-08-11,South,Groceries,Oil,7,10633,74431,25547.69
2025-08-11,South,Clothing,Jeans,1,1214,1214,329.45
2025-08-12,East,Groceries,Oil,8,15840,126720,38462.62
2025-08-12,South,Furniture,Bookshelf,5,7267,36335,6490.5
2025-08-12,North,Electronics,Laptop,7,7110,49770,16949.01
2025-08-12,East,Stationery,Pen,8,11908,95264,21238.32
2025-08-12,South,Electronics,Mobile,7,7969,55783,9718.53
2025-08-13,East,Electronics,Smartwatch,8,17630,141040,19162.72
2025-08-13,West,Stationery,Marker,6,8227,49362,16862.85
2025-08-13,East,Stationery,Pen,8,5742,45936,10826.4
2025-08-14,North,Furniture,Table,9,8838,79542,25133.43
2025-08-15,North,Furniture,Bookshelf,3,19329,57987,12838.07
2025-08-15,West,Stationery,Files,3,5262,15786,2519.6
2025-08-15,West,Furniture,Table,7,5031,35217,6253.27
2025-08-15,East,Groceries,Rice,1,9460,9460,3147.35
2025-08-16,East,Stationery,Notebook,3,17972,53916,15924.1
2025-08-16,South,Clothing,Jacket,1,9997,9997,3029.85
2025-08-17,South,Stationery,Marker,6,8412,50472,8958.71
2025-08-17,West,Clothing,Shirt,6,19003,114018,21221.73
2025-08-17,North,Clothing,Shoes,1,395,395,129.31
2025-08-18,West,Groceries,Rice,8,9236,73888,18349.51
2025-08-19,South,Stationery,Notebook,3,8151,24453,7481.95
2025-08-20,South,Clothing,Shirt,5,14053,70265,17683.96
2025-08-20,East,Stationery,Pen,2,6748,13496,752.51
2025-08-21,East,Stationery,Pen,3,2660,7980,748.57
2025-08-21,East,Clothing,Jacket,5,17287,86435,23557.84
2025-08-21,South,Stationery,Files,4,18231,72924,6217.89
2025-08-21,West,Furniture,Table,9,13636,122724,36063.1
2025-08-21,North,Groceries,Rice,1,1149,1149,294.11
2025-08-22,South,Clothing,Jacket,9,14946,134514,10395.33
2025-08-22,West,Furniture,Bookshelf,2,9458,18916,2371.26
2025-08-23,East,Furniture,Table,5,13472,67360,20810.24
2025-08-23,North,Electronics,Laptop,3,18680,56040,13783.38
2025-08-23,South,Groceries,Oil,9,2812,25308,3018.44
2025-08-23,West,Groceries,Oil,1,7058,7058,470.93
2025-08-23,East,Electronics,Smartwatch,4,17736,70944,10457.03
2025-08-23,West,Furniture,Bookshelf,9,18465,166185,8991.39
2025-08-23,East,Furniture,Sofa,7,819,5733,1649.83
2025-08-23,East,Groceries,Oil,2,9345,18690,5183.35
2025-08-24,North,Electronics,Headphones,8,11047,88376,21677.5
2025-08-24,West,Clothing,Jacket,8,14217,113736,9385.51
2025-08-24,West,Stationery,Notebook,3,5392,16176,2870.19
2025-08-24,South,Groceries,Oil,6,17158,102948,35326.84
2025-08-24,West,Groceries,Snacks,8,19399,155192,15487.57
2025-08-24,North,Furniture,Sofa,9,14310,128790,32289.72
2025-08-25,East,Groceries,Snacks,2,14216,28432,5807.75
2025-08-25,West,Groceries,Snacks,3,9981,29943,8342.41
2025-08-26,East,Stationery,Marker,9,2215,19935,1307.53
2025-08-26,East,Clothing,Jacket,4,9294,37176,12521.4
2025-08-26,East,Stationery,Notebook,5,16333,81665,22705.17
2025-08-26,North,Electronics,Smartwatch,2,9913,19826,3462.69
2025-08-26,North,Electronics,Laptop,1,19161,19161,5232.5
2025-08-26,South,Furniture,Sofa,5,8508,42540,3159.1
2025-08-26,North,Clothing,Shoes,7,15184,106288,35747.51
2025-08-27,South,Furniture,Bookshelf,9,9672,87048,16089.09
2025-08-27,North,Electronics,Laptop,1,14637,14637,1053.26
2025-08-27,East,Stationery,Files,2,6542,13084,3112.24
2025-08-27,East,Groceries,Rice,3,18273,54819,6589.33
2025-08-27,South,Electronics,Headphones,8,3600,28800,2172.38
2025-08-28,West,Electronics,Mobile,1,7711,7711,911.02
2025-08-28,East,Furniture,Table,8,10447,83576,19011.85
2025-08-28,East,Stationery,Files,1,13978,13978,3278.38
2025-08-28,North,Clothing,Jacket,7,19349,135443,32047.42
2025-08-28,East,Furniture,Chair,1,12777,12777,2014.94
2025-08-29,South,Groceries,Snacks,6,9356,56136,12659.98
2025-08-30,South,Furniture,Chair,2,3028,6056,1528.05
2025-08-30,East,Clothing,Jacket,6,17951,107706,18462.7
2025-08-31,East,Groceries,Beverages,8,10540,84320,19778.59
2025-08-31,East,Clothing,Jacket,7,8724,61068,11822.37
2025-09-01,South,Stationery,Marker,2,5675,11350,2263.5
2025-09-01,West,Clothing,Shirt,3,11074,33222,2951.92
2025-09-01,East,Furniture,Sofa,8,2474,19792,1943.2
2025-09-01,West,Clothing,Jacket,1,9539,9539,1931.26
2025-09-01,East,Groceries,Rice,9,17156,154404,47116.58
2025-09-01,South,Groceries,Oil,9,3735,33615,2756.89
2025-09-03,South,Clothing,Shoes,8,14431,115448,26962.8
2025-09-03,West,Furniture,Sofa,7,10350,72450,12855.4
2025-09-03,South,Groceries,Snacks,9,345,3105,869.39
2025-09-03,West,Electronics,Laptop,2,8255,16510,924.82
2025-09-04,North,Stationery,Marker,2,3635,7270,402.82
2025-09-04,North,Clothing,Shirt,7,7110,49770,6311.86
2025-09-05,South,Electronics,Headphones,7,14309,100163,15031.55
2025-09-05,West,Stationery,Notebook,3,5117,15351,1170.74
2025-09-06,North,Groceries,Oil,9,15434,138906,35943.94
2025-09-06,South,Furniture,Table,8,10527,84216,11335.46
2025-09-07,West,Electronics,Mobile,4,2677,10708,3520.56
2025-09-07,East,Furniture,Chair,3,12618,37854,2775.82
2025-09-08,North,Furniture,Sofa,1,19331,19331,1918.0
2025-09-08,South,Electronics,Laptop,4,10151,40604,13313.75
2025-09-08,North,Stationery,Files,5,1649,8245,955.52
2025-09-08,South,Clothing,Jacket,7,4396,30772,9133.04
2025-09-09,North,Clothing,Jacket,6,8635,51810,8760.26
2025-09-10,North,Stationery,Files,2,15101,30202,6555.44
2025-09-10,South,Electronics,Mobile,6,2957,17742,3644.63
2025-09-10,East,Clothing,Jeans,2,9477,18954,5737.33
2025-09-11,East,Groceries,Rice,6,8679,52074,9380.15
2025-09-11,West,Stationery,Marker,6,1076,6456,699.28
2025-09-12,East,Electronics,Laptop,8,17919,143352,34985.22
2025-09-13,South,Furniture,Chair,7,11287,79009,24721.59
2025-09-13,South,Furniture,Table,9,9418,84762,18029.65
2025-09-13,West,Stationery,Pen,2,5447,10894,3365.19
2025-09-14,West,Groceries,Snacks,4,15543,62172,16102.25
2025-09-15,East,Stationery,Marker,6,17913,107478,18509.29
2025-09-15,East,Clothing,Jacket,1,7463,7463,2535.36
2025-09-17,South,Furniture,Bookshelf,2,4407,8814,3083.18
2025-09-17,North,Groceries,Snacks,2,16646,33292,4584.81
2025-09-17,North,Electronics,Smartwatch,3,11086,33258,7900.89
2025-09-18,East,Furniture,Sofa,9,13531,121779,29905.3
2025-09-18,East,Electronics,Mobile,1,19439,19439,4083.05
2025-09-18,East,Clothing,Jacket,2,6174,12348,1520.54
2025-09-19,East,Groceries,Rice,7,13673,95711,21336.06
2025-09-19,East,Stationery,Notebook,5,4976,24880,1244.09
2025-09-19,North,Stationery,Pen,1,13371,13371,1823.59
2025-09-20,East,Stationery,Pen,2,2873,5746,402.15
2025-09-21,West,Stationery,Files,8,8755,70040,8621.71
2025-09-21,West,Stationery,Marker,5,17553,87765,21839.34
2025-09-22,West,Stationery,Marker,3,10381,31143,8276.58
2025-09-23,North,Electronics,Laptop,6,14871,89226,9906.85
2025-09-24,South,Groceries,Rice,3,6007,18021,5863.21
2025-09-24,North,Furniture,Sofa,2,16002,32004,2504.73
2025-09-24,North,Electronics,Headphones,4,19485,77940,17309.57
2025-09-25,North,Clothing,Jacket,9,8721,78489,15927.04
2025-09-26,East,Groceries,Oil,1,17405,17405,3925.01
2025-09-27,East,Furniture,Table,1,8511,8511,1117.07
2025-09-27,South,Stationery,Marker,3,7457,22371,2744.0
2025-09-27,East,Electronics,Smartwatch,4,4693,18772,2168.78
2025-09-28,East,Furniture,Chair,6,6661,39966,13399.9
2025-09-28,North,Groceries,Snacks,2,19542,39084,4718.91
2025-09-28,East,Electronics,Smartwatch,7,2724,19068,5747.97
2025-09-28,North,Furniture,Table,2,13593,27186,8164.97
2025-09-29,West,Clothing,Shoes,4,19831,79324,20113.73
2025-09-29,West,Stationery,Files,2,11185,22370,6036.98
2025-09-29,West,Electronics,Smartwatch,8,4531,36248,4839.49
2025-09-29,North,Clothing,Shirt,8,7472,59776,3165.38
2025-09-29,North,Stationery,Files,3,16108,48324,15302.11
2025-09-30,North,Groceries,Oil,3,1974,5922,1040.4
2025-10-01,South,Furniture,Chair,5,4602,23010,3027.15
2025-10-01,North,Electronics,Laptop,1,10355,10355,2155.1
2025-10-01,West,Electronics,Smartwatch,3,12957,38871,5036.15
2025-10-01,West,Groceries,Snacks,5,9667,48335,13025.38
2025-10-01,North,Furniture,Bookshelf,9,6816,61344,6914.79
2025-10-02,North,Furniture,Sofa,2,18455,36910,4045.09
2025-10-03,East,Groceries,Oil,5,6055,30275,9763.07
2025-10-04,East,Clothing,Shirt,3,7211,21633,7188.6
2025-10-04,South,Groceries,Snacks,9,890,8010,2705.25
2025-10-04,South,Electronics,Mobile,9,17558,158022,41986.09
2025-10-04,North,Electronics,Mobile,7,11361,79527,8545.68
2025-10-05,North,Electronics,Smartwatch,7,8238,57666,15914.31
2025-10-06,South,Electronics,Smartwatch,2,10360,20720,4165.24
